"","voter_id","candidate","pumpernickel_voter"
"134",134,"Other candidate",FALSE
"135",135,"Pumpernickel",TRUE
"136",136,"Other candidate",FALSE
"137",137,"Pumpernickel",TRUE
"138",138,"Other candidate",FALSE
"139",139,"Other candidate",FALSE
"140",140,"Other candidate",FALSE
"141",141,"Pumpernickel",TRUE
"142",142,"Other candidate",FALSE
"143",143,"Pumpernickel",TRUE
"144",144,"Other candidate",FALSE
"145",145,"Other candidate",FALSE
"146",146,"Other candidate",FALSE
"147",147,"Other candidate",FALSE
"148",148,"Other candidate",FALSE
"149",149,"Other candidate",FALSE
"150",150,"Other candidate",FALSE
"151",151,"Pumpernickel",TRUE
"152",152,"Pumpernickel",TRUE
"153",153,"Pumpernickel",TRUE
"154",154,"Other candidate",FALSE
"155",155,"Pumpernickel",TRUE
"156",156,"Other candidate",FALSE
"157",157,"Other candidate",FALSE
"158",158,"Pumpernickel",TRUE
"159",159,"Pumpernickel",TRUE
"160",160,"Pumpernickel",TRUE
"161",161,"Other candidate",FALSE
"162",162,"Other candidate",FALSE
"163",163,"Other candidate",FALSE
"164",164,"Pumpernickel",TRUE
"165",165,"Pumpernickel",TRUE
"166",166,"Pumpernickel",TRUE
"167",167,"Other candidate",FALSE
"168",168,"Other candidate",FALSE
"169",169,"Other candidate",FALSE
"170",170,"Other candidate",FALSE
"171",171,"Other candidate",FALSE
"172",172,"Other candidate",FALSE
"173",173,"Other candidate",FALSE
"174",174,"Other candidate",FALSE
"175",175,"Other candidate",FALSE
"176",176,"Other candidate",FALSE
"177",177,"Pumpernickel",TRUE
"178",178,"Pumpernickel",TRUE
"179",179,"Pumpernickel",TRUE
"180",180,"Other candidate",FALSE
"181",181,"Other candidate",FALSE
"182",182,"Other candidate",FALSE
"183",183,"Other candidate",FALSE
"184",184,"Other candidate",FALSE
"185",185,"Pumpernickel",TRUE
"186",186,"Pumpernickel",TRUE
"187",187,"Other candidate",FALSE
"188",188,"Other candidate",FALSE
"189",189,"Other candidate",FALSE
"190",190,"Other candidate",FALSE
"191",191,"Other candidate",FALSE
"192",192,"Other candidate",FALSE
"193",193,"Other candidate",FALSE
"194",194,"Other candidate",FALSE
"195",195,"Pumpernickel",TRUE
"196",196,"Pumpernickel",TRUE
"197",197,"Other candidate",FALSE
"198",198,"Other candidate",FALSE
"199",199,"Other candidate",FALSE
"200",200,"Pumpernickel",TRUE
"201",201,"Other candidate",FALSE
"202",202,"Other candidate",FALSE
"203",203,"Other candidate",FALSE
"204",204,"Other candidate",FALSE
"205",205,"Pumpernickel",TRUE
"206",206,"Other candidate",FALSE
"207",207,"Other candidate",FALSE
"208",208,"Other candidate",FALSE
"209",209,"Pumpernickel",TRUE
"210",210,"Other candidate",FALSE
"211",211,"Pumpernickel",TRUE
"212",212,"Pumpernickel",TRUE
"213",213,"Other candidate",FALSE
"214",214,"Other candidate",FALSE
"215",215,"Other candidate",FALSE
"216",216,"Other candidate",FALSE
"217",217,"Pumpernickel",TRUE
"218",218,"Other candidate",FALSE
"219",219,"Other candidate",FALSE
"220",220,"Other candidate",FALSE
"221",221,"Other candidate",FALSE
"222",222,"Other candidate",FALSE
"223",223,"Pumpernickel",TRUE
"224",224,"Pumpernickel",TRUE
"225",225,"Other candidate",FALSE
"226",226,"Other candidate",FALSE
"227",227,"Other candidate",FALSE
"228",228,"Other candidate",FALSE
"229",229,"Pumpernickel",TRUE
"230",230,"Other candidate",FALSE
"231",231,"Other candidate",FALSE
"232",232,"Other candidate",FALSE
"233",233,"Other candidate",FALSE
"234",234,"Other candidate",FALSE
"235",235,"Pumpernickel",TRUE
"236",236,"Pumpernickel",TRUE
"237",237,"Other candidate",FALSE
"238",238,"Pumpernickel",TRUE
"239",239,"Other candidate",FALSE
"240",240,"Other candidate",FALSE
"241",241,"Other candidate",FALSE
"242",242,"Other candidate",FALSE
"243",243,"Pumpernickel",TRUE
"244",244,"Pumpernickel",TRUE
"245",245,"Other candidate",FALSE
"246",246,"Other candidate",FALSE
"247",247,"Other candidate",FALSE
"248",248,"Other candidate",FALSE
"249",249,"Other candidate",FALSE
"250",250,"Pumpernickel",TRUE
"251",251,"Other candidate",FALSE
"252",252,"Pumpernickel",TRUE
"253",253,"Other candidate",FALSE
"254",254,"Other candidate",FALSE
"255",255,"Other candidate",FALSE
"256",256,"Other candidate",FALSE
"257",257,"Other candidate",FALSE
"258",258,"Other candidate",FALSE
"259",259,"Other candidate",FALSE
"260",260,"Other candidate",FALSE
"261",261,"Other candidate",FALSE
"262",262,"Other candidate",FALSE
"263",263,"Other candidate",FALSE
"264",264,"Other candidate",FALSE
"265",265,"Pumpernickel",TRUE
"266",266,"Other candidate",FALSE
"267",267,"Other candidate",FALSE
"268",268,"Other candidate",FALSE
"269",269,"Other candidate",FALSE
"270",270,"Other candidate",FALSE
"271",271,"Other candidate",FALSE
"272",272,"Other candidate",FALSE
"273",273,"Other candidate",FALSE
"274",274,"Other candidate",FALSE
"275",275,"Other candidate",FALSE
"276",276,"Other candidate",FALSE
"277",277,"Pumpernickel",TRUE
"278",278,"Pumpernickel",TRUE
"279",279,"Other candidate",FALSE
"280",280,"Pumpernickel",TRUE
"281",281,"Other candidate",FALSE
"282",282,"Other candidate",FALSE
"283",283,"Other candidate",FALSE
"284",284,"Other candidate",FALSE
"285",285,"Other candidate",FALSE
"286",286,"Pumpernickel",TRUE
"287",287,"Other candidate",FALSE
"288",288,"Other candidate",FALSE
"289",289,"Pumpernickel",TRUE
"290",290,"Pumpernickel",TRUE
"291",291,"Pumpernickel",TRUE
"292",292,"Other candidate",FALSE
"293",293,"Other candidate",FALSE
"294",294,"Pumpernickel",TRUE
"295",295,"Other candidate",FALSE
"296",296,"Other candidate",FALSE
"297",297,"Other candidate",FALSE
"298",298,"Other candidate",FALSE
"299",299,"Pumpernickel",TRUE
"300",300,"Other candidate",FALSE
"301",301,"Other candidate",FALSE
"302",302,"Pumpernickel",TRUE
"303",303,"Other candidate",FALSE
"304",304,"Other candidate",FALSE
"305",305,"Other candidate",FALSE
"306",306,"Other candidate",FALSE
"307",307,"Other candidate",FALSE
"308",308,"Pumpernickel",TRUE
"309",309,"Pumpernickel",TRUE
"310",310,"Pumpernickel",TRUE
"311",311,"Other candidate",FALSE
"312",312,"Other candidate",FALSE
"313",313,"Other candidate",FALSE
"314",314,"Other candidate",FALSE
"315",315,"Other candidate",FALSE
"316",316,"Pumpernickel",TRUE
"317",317,"Other candidate",FALSE
"318",318,"Other candidate",FALSE
"319",319,"Other candidate",FALSE
"320",320,"Other candidate",FALSE
"321",321,"Other candidate",FALSE
"322",322,"Other candidate",FALSE
"323",323,"Other candidate",FALSE
"324",324,"Other candidate",FALSE
"325",325,"Other candidate",FALSE
"326",326,"Pumpernickel",TRUE
"327",327,"Other candidate",FALSE
"328",328,"Other candidate",FALSE
"329",329,"Other candidate",FALSE
"330",330,"Pumpernickel",TRUE
"331",331,"Other candidate",FALSE
"332",332,"Other candidate",FALSE
"333",333,"Other candidate",FALSE
"334",334,"Other candidate",FALSE
"335",335,"Other candidate",FALSE
"336",336,"Other candidate",FALSE
"337",337,"Other candidate",FALSE
"338",338,"Other candidate",FALSE
"339",339,"Pumpernickel",TRUE
"340",340,"Other candidate",FALSE
"341",341,"Other candidate",FALSE
"342",342,"Other candidate",FALSE
"343",343,"Other candidate",FALSE
"344",344,"Pumpernickel",TRUE
"345",345,"Other candidate",FALSE
"346",346,"Other candidate",FALSE
"347",347,"Other candidate",FALSE
"348",348,"Pumpernickel",TRUE
"349",349,"Other candidate",FALSE
"350",350,"Other candidate",FALSE
"351",351,"Other candidate",FALSE
"352",352,"Other candidate",FALSE
"353",353,"Other candidate",FALSE
"354",354,"Other candidate",FALSE
"355",355,"Pumpernickel",TRUE
"356",356,"Other candidate",FALSE
"357",357,"Other candidate",FALSE
"358",358,"Other candidate",FALSE
"359",359,"Other candidate",FALSE
"360",360,"Other candidate",FALSE
"361",361,"Other candidate",FALSE
"362",362,"Pumpernickel",TRUE
"363",363,"Other candidate",FALSE
"364",364,"Other candidate",FALSE
"365",365,"Other candidate",FALSE
"366",366,"Other candidate",FALSE
"367",367,"Other candidate",FALSE
"368",368,"Other candidate",FALSE
"369",369,"Other candidate",FALSE
"370",370,"Other candidate",FALSE
"371",371,"Other candidate",FALSE
"372",372,"Other candidate",FALSE
"373",373,"Pumpernickel",TRUE
"374",374,"Pumpernickel",TRUE
"375",375,"Other candidate",FALSE
"376",376,"Other candidate",FALSE
"377",377,"Other candidate",FALSE
"378",378,"Other candidate",FALSE
"379",379,"Other candidate",FALSE
"380",380,"Other candidate",FALSE
"381",381,"Pumpernickel",TRUE
"382",382,"Other candidate",FALSE
"383",383,"Other candidate",FALSE
"384",384,"Other candidate",FALSE
"385",385,"Other candidate",FALSE
"386",386,"Other candidate",FALSE
"387",387,"Other candidate",FALSE
"388",388,"Other candidate",FALSE
"389",389,"Other candidate",FALSE
"390",390,"Other candidate",FALSE
"391",391,"Pumpernickel",TRUE
"392",392,"Pumpernickel",TRUE
"393",393,"Other candidate",FALSE
"394",394,"Other candidate",FALSE
"395",395,"Other candidate",FALSE
"396",396,"Other candidate",FALSE
"397",397,"Other candidate",FALSE
"398",398,"Pumpernickel",TRUE
"399",399,"Other candidate",FALSE
"400",400,"Other candidate",FALSE
"401",401,"Other candidate",FALSE
"402",402,"Other candidate",FALSE
"403",403,"Other candidate",FALSE
"404",404,"Other candidate",FALSE
"405",405,"Other candidate",FALSE
"406",406,"Other candidate",FALSE
"407",407,"Other candidate",FALSE
"408",408,"Other candidate",FALSE
"409",409,"Pumpernickel",TRUE
"410",410,"Other candidate",FALSE
"411",411,"Other candidate",FALSE
"412",412,"Other candidate",FALSE
"413",413,"Pumpernickel",TRUE
"414",414,"Other candidate",FALSE
"415",415,"Pumpernickel",TRUE
"416",416,"Other candidate",FALSE
"417",417,"Other candidate",FALSE
"418",418,"Other candidate",FALSE
"419",419,"Other candidate",FALSE
"420",420,"Other candidate",FALSE
"421",421,"Other candidate",FALSE
"422",422,"Other candidate",FALSE
"423",423,"Other candidate",FALSE
"424",424,"Pumpernickel",TRUE
"425",425,"Other candidate",FALSE
"426",426,"Pumpernickel",TRUE
"427",427,"Other candidate",FALSE
"428",428,"Pumpernickel",TRUE
"429",429,"Pumpernickel",TRUE
"430",430,"Pumpernickel",TRUE
"431",431,"Pumpernickel",TRUE
"432",432,"Other candidate",FALSE
"433",433,"Other candidate",FALSE
"434",434,"Other candidate",FALSE
"435",435,"Other candidate",FALSE
"436",436,"Other candidate",FALSE
"437",437,"Other candidate",FALSE
"438",438,"Other candidate",FALSE
"439",439,"Other candidate",FALSE
"440",440,"Other candidate",FALSE
"441",441,"Other candidate",FALSE
"442",442,"Other candidate",FALSE
"443",443,"Other candidate",FALSE
"444",444,"Other candidate",FALSE
"445",445,"Other candidate",FALSE
"446",446,"Other candidate",FALSE
"447",447,"Other candidate",FALSE
"448",448,"Other candidate",FALSE
"449",449,"Other candidate",FALSE
"450",450,"Other candidate",FALSE
"451",451,"Other candidate",FALSE
"452",452,"Other candidate",FALSE
"453",453,"Other candidate",FALSE
"454",454,"Other candidate",FALSE
"455",455,"Pumpernickel",TRUE
"456",456,"Pumpernickel",TRUE
"457",457,"Other candidate",FALSE
"458",458,"Pumpernickel",TRUE
"459",459,"Pumpernickel",TRUE
"460",460,"Other candidate",FALSE
"461",461,"Other candidate",FALSE
"462",462,"Other candidate",FALSE
"463",463,"Pumpernickel",TRUE
"464",464,"Other candidate",FALSE
"465",465,"Other candidate",FALSE
"466",466,"Other candidate",FALSE
"467",467,"Other candidate",FALSE
"468",468,"Other candidate",FALSE
"469",469,"Other candidate",FALSE
"470",470,"Other candidate",FALSE
"471",471,"Other candidate",FALSE
"472",472,"Other candidate",FALSE
"473",473,"Pumpernickel",TRUE
"474",474,"Other candidate",FALSE
"475",475,"Other candidate",FALSE
"476",476,"Other candidate",FALSE
"477",477,"Pumpernickel",TRUE
"478",478,"Other candidate",FALSE
"479",479,"Other candidate",FALSE
"480",480,"Pumpernickel",TRUE
"481",481,"Other candidate",FALSE
"482",482,"Other candidate",FALSE
"483",483,"Pumpernickel",TRUE
"484",484,"Other candidate",FALSE
"485",485,"Other candidate",FALSE
"486",486,"Other candidate",FALSE
"487",487,"Other candidate",FALSE
"488",488,"Other candidate",FALSE
"489",489,"Other candidate",FALSE
"490",490,"Pumpernickel",TRUE
"491",491,"Other candidate",FALSE
"492",492,"Other candidate",FALSE
"493",493,"Other candidate",FALSE
"494",494,"Other candidate",FALSE
"495",495,"Other candidate",FALSE
"496",496,"Other candidate",FALSE
"497",497,"Other candidate",FALSE
"498",498,"Other candidate",FALSE
"499",499,"Other candidate",FALSE
"500",500,"Pumpernickel",TRUE
"501",501,"Other candidate",FALSE
"502",502,"Other candidate",FALSE
"503",503,"Other candidate",FALSE
"504",504,"Other candidate",FALSE
"505",505,"Other candidate",FALSE
"506",506,"Other candidate",FALSE
"507",507,"Other candidate",FALSE
"508",508,"Other candidate",FALSE
"509",509,"Other candidate",FALSE
"510",510,"Other candidate",FALSE
"511",511,"Other candidate",FALSE
"512",512,"Other candidate",FALSE
"513",513,"Other candidate",FALSE
"514",514,"Other candidate",FALSE
"515",515,"Other candidate",FALSE
"516",516,"Pumpernickel",TRUE
"517",517,"Other candidate",FALSE
"518",518,"Other candidate",FALSE
"519",519,"Pumpernickel",TRUE
"520",520,"Other candidate",FALSE
"521",521,"Other candidate",FALSE
"522",522,"Pumpernickel",TRUE
"523",523,"Pumpernickel",TRUE
"524",524,"Other candidate",FALSE
"525",525,"Other candidate",FALSE
"526",526,"Pumpernickel",TRUE
"527",527,"Other candidate",FALSE
"528",528,"Pumpernickel",TRUE
"529",529,"Other candidate",FALSE
"530",530,"Other candidate",FALSE
"531",531,"Other candidate",FALSE
"532",532,"Other candidate",FALSE
"533",533,"Other candidate",FALSE
"534",534,"Pumpernickel",TRUE
"535",535,"Other candidate",FALSE
"536",536,"Other candidate",FALSE
"537",537,"Pumpernickel",TRUE
"538",538,"Pumpernickel",TRUE
"539",539,"Other candidate",FALSE
"540",540,"Other candidate",FALSE
"541",541,"Other candidate",FALSE
"542",542,"Other candidate",FALSE
"543",543,"Other candidate",FALSE
"544",544,"Pumpernickel",TRUE
"545",545,"Pumpernickel",TRUE
"546",546,"Other candidate",FALSE
"547",547,"Other candidate",FALSE
"548",548,"Other candidate",FALSE
"549",549,"Other candidate",FALSE
"550",550,"Other candidate",FALSE
"551",551,"Other candidate",FALSE
"552",552,"Other candidate",FALSE
"553",553,"Other candidate",FALSE
"554",554,"Pumpernickel",TRUE
"555",555,"Pumpernickel",TRUE
"556",556,"Other candidate",FALSE
"557",557,"Other candidate",FALSE
"558",558,"Other candidate",FALSE
"559",559,"Other candidate",FALSE
"560",560,"Pumpernickel",TRUE
"561",561,"Other candidate",FALSE
"562",562,"Other candidate",FALSE
"563",563,"Other candidate",FALSE
"564",564,"Other candidate",FALSE
"565",565,"Other candidate",FALSE
"566",566,"Other candidate",FALSE
"567",567,"Pumpernickel",TRUE
"568",568,"Other candidate",FALSE
"569",569,"Other candidate",FALSE
"570",570,"Other candidate",FALSE
"571",571,"Other candidate",FALSE
"572",572,"Other candidate",FALSE
"573",573,"Pumpernickel",TRUE
"574",574,"Other candidate",FALSE
"575",575,"Pumpernickel",TRUE
"576",576,"Other candidate",FALSE
"577",577,"Other candidate",FALSE
"578",578,"Other candidate",FALSE
"579",579,"Other candidate",FALSE
"580",580,"Other candidate",FALSE
"581",581,"Pumpernickel",TRUE
"582",582,"Other candidate",FALSE
"583",583,"Other candidate",FALSE
"584",584,"Other candidate",FALSE
"585",585,"Other candidate",FALSE
"586",586,"Other candidate",FALSE
"587",587,"Other candidate",FALSE
"588",588,"Pumpernickel",TRUE
"589",589,"Pumpernickel",TRUE
"590",590,"Pumpernickel",TRUE
"591",591,"Other candidate",FALSE
"592",592,"Other candidate",FALSE
"593",593,"Pumpernickel",TRUE
"594",594,"Other candidate",FALSE
"595",595,"Other candidate",FALSE
"596",596,"Other candidate",FALSE
"597",597,"Pumpernickel",TRUE
"598",598,"Pumpernickel",TRUE
"599",599,"Other candidate",FALSE
"600",600,"Other candidate",FALSE
"601",601,"Other candidate",FALSE
"602",602,"Pumpernickel",TRUE
"603",603,"Pumpernickel",TRUE
"604",604,"Other candidate",FALSE
"605",605,"Other candidate",FALSE
"606",606,"Pumpernickel",TRUE
"607",607,"Other candidate",FALSE
"608",608,"Other candidate",FALSE
"609",609,"Other candidate",FALSE
"610",610,"Pumpernickel",TRUE
"611",611,"Other candidate",FALSE
"612",612,"Other candidate",FALSE
"613",613,"Other candidate",FALSE
"614",614,"Pumpernickel",TRUE
"615",615,"Other candidate",FALSE
"616",616,"Other candidate",FALSE
"617",617,"Other candidate",FALSE
"618",618,"Other candidate",FALSE
"619",619,"Pumpernickel",TRUE
"620",620,"Other candidate",FALSE
"621",621,"Pumpernickel",TRUE
"622",622,"Other candidate",FALSE
"623",623,"Other candidate",FALSE
"624",624,"Other candidate",FALSE
"625",625,"Other candidate",FALSE
"626",626,"Other candidate",FALSE
"627",627,"Pumpernickel",TRUE
"628",628,"Other candidate",FALSE
"629",629,"Other candidate",FALSE
"630",630,"Other candidate",FALSE
"631",631,"Other candidate",FALSE
"632",632,"Other candidate",FALSE
"633",633,"Pumpernickel",TRUE
"634",634,"Other candidate",FALSE
"635",635,"Other candidate",FALSE
"636",636,"Other candidate",FALSE
"637",637,"Other candidate",FALSE
"638",638,"Other candidate",FALSE
"639",639,"Other candidate",FALSE
"640",640,"Other candidate",FALSE
"641",641,"Other candidate",FALSE
"642",642,"Other candidate",FALSE
"643",643,"Other candidate",FALSE
"644",644,"Other candidate",FALSE
"645",645,"Other candidate",FALSE
"646",646,"Other candidate",FALSE
"647",647,"Other candidate",FALSE
"648",648,"Pumpernickel",TRUE
"649",649,"Pumpernickel",TRUE
"650",650,"Other candidate",FALSE
"651",651,"Other candidate",FALSE
"652",652,"Other candidate",FALSE
"653",653,"Other candidate",FALSE
"654",654,"Other candidate",FALSE
"655",655,"Other candidate",FALSE
"656",656,"Other candidate",FALSE
"657",657,"Other candidate",FALSE
"658",658,"Other candidate",FALSE
"659",659,"Other candidate",FALSE
"660",660,"Other candidate",FALSE
"661",661,"Other candidate",FALSE
"662",662,"Other candidate",FALSE
"663",663,"Pumpernickel",TRUE
"664",664,"Other candidate",FALSE
"665",665,"Pumpernickel",TRUE
"666",666,"Pumpernickel",TRUE
"667",667,"Other candidate",FALSE
"668",668,"Other candidate",FALSE
"669",669,"Other candidate",FALSE
"670",670,"Other candidate",FALSE
"671",671,"Pumpernickel",TRUE
"672",672,"Pumpernickel",TRUE
"673",673,"Other candidate",FALSE
"674",674,"Other candidate",FALSE
"675",675,"Other candidate",FALSE
"676",676,"Other candidate",FALSE
"677",677,"Other candidate",FALSE
"678",678,"Other candidate",FALSE
"679",679,"Other candidate",FALSE
"680",680,"Pumpernickel",TRUE
"681",681,"Other candidate",FALSE
"682",682,"Other candidate",FALSE
"683",683,"Other candidate",FALSE
"684",684,"Other candidate",FALSE
"685",685,"Other candidate",FALSE
"686",686,"Pumpernickel",TRUE
"687",687,"Other candidate",FALSE
"688",688,"Other candidate",FALSE
"689",689,"Other candidate",FALSE
"690",690,"Other candidate",FALSE
"691",691,"Other candidate",FALSE
"692",692,"Other candidate",FALSE
"693",693,"Other candidate",FALSE
"694",694,"Other candidate",FALSE
"695",695,"Other candidate",FALSE
"696",696,"Pumpernickel",TRUE
"697",697,"Other candidate",FALSE
"698",698,"Other candidate",FALSE
"699",699,"Other candidate",FALSE
"700",700,"Other candidate",FALSE
"701",701,"Other candidate",FALSE
"702",702,"Other candidate",FALSE
"703",703,"Other candidate",FALSE
"704",704,"Other candidate",FALSE
"705",705,"Other candidate",FALSE
"706",706,"Pumpernickel",TRUE
"707",707,"Other candidate",FALSE
"708",708,"Other candidate",FALSE
"709",709,"Pumpernickel",TRUE
"710",710,"Pumpernickel",TRUE
"711",711,"Pumpernickel",TRUE
"712",712,"Pumpernickel",TRUE
"713",713,"Other candidate",FALSE
"714",714,"Other candidate",FALSE
"715",715,"Other candidate",FALSE
"716",716,"Other candidate",FALSE
"717",717,"Other candidate",FALSE
"718",718,"Other candidate",FALSE
"719",719,"Other candidate",FALSE
"720",720,"Other candidate",FALSE
"721",721,"Other candidate",FALSE
"722",722,"Pumpernickel",TRUE
"723",723,"Other candidate",FALSE
"724",724,"Other candidate",FALSE
"725",725,"Other candidate",FALSE
"726",726,"Pumpernickel",TRUE
"727",727,"Other candidate",FALSE
"728",728,"Other candidate",FALSE
"729",729,"Other candidate",FALSE
"730",730,"Other candidate",FALSE
"731",731,"Other candidate",FALSE
"732",732,"Other candidate",FALSE
"733",733,"Other candidate",FALSE
"734",734,"Other candidate",FALSE
"735",735,"Other candidate",FALSE
"736",736,"Other candidate",FALSE
"737",737,"Other candidate",FALSE
"738",738,"Pumpernickel",TRUE
"739",739,"Other candidate",FALSE
"740",740,"Other candidate",FALSE
"741",741,"Other candidate",FALSE
"742",742,"Other candidate",FALSE
"743",743,"Other candidate",FALSE
"744",744,"Pumpernickel",TRUE
"745",745,"Other candidate",FALSE
"746",746,"Other candidate",FALSE
"747",747,"Pumpernickel",TRUE
"748",748,"Other candidate",FALSE
"749",749,"Other candidate",FALSE
"750",750,"Other candidate",FALSE
"751",751,"Other candidate",FALSE
"752",752,"Pumpernickel",TRUE
"753",753,"Other candidate",FALSE
"754",754,"Other candidate",FALSE
"755",755,"Pumpernickel",TRUE
"756",756,"Other candidate",FALSE
"757",757,"Other candidate",FALSE
"758",758,"Other candidate",FALSE
"759",759,"Other candidate",FALSE
"760",760,"Other candidate",FALSE
"761",761,"Pumpernickel",TRUE
"762",762,"Other candidate",FALSE
"763",763,"Other candidate",FALSE
"764",764,"Pumpernickel",TRUE
"765",765,"Pumpernickel",TRUE
"766",766,"Pumpernickel",TRUE
"767",767,"Pumpernickel",TRUE
"768",768,"Pumpernickel",TRUE
"769",769,"Pumpernickel",TRUE
"770",770,"Other candidate",FALSE
"771",771,"Other candidate",FALSE
"772",772,"Other candidate",FALSE
"773",773,"Other candidate",FALSE
"774",774,"Pumpernickel",TRUE
"775",775,"Pumpernickel",TRUE
"776",776,"Other candidate",FALSE
"777",777,"Other candidate",FALSE
"778",778,"Other candidate",FALSE
"779",779,"Other candidate",FALSE
"780",780,"Other candidate",FALSE
"781",781,"Other candidate",FALSE
"782",782,"Other candidate",FALSE
"783",783,"Pumpernickel",TRUE
"784",784,"Pumpernickel",TRUE
"785",785,"Pumpernickel",TRUE
"786",786,"Other candidate",FALSE
"787",787,"Other candidate",FALSE
"788",788,"Other candidate",FALSE
"789",789,"Pumpernickel",TRUE
"790",790,"Other candidate",FALSE
"791",791,"Other candidate",FALSE
"792",792,"Pumpernickel",TRUE
"793",793,"Other candidate",FALSE
"794",794,"Pumpernickel",TRUE
"795",795,"Other candidate",FALSE
"796",796,"Other candidate",FALSE
"797",797,"Other candidate",FALSE
"798",798,"Other candidate",FALSE
"799",799,"Other candidate",FALSE
